YEAR,SUBRGN,SRNAME,SRNAMEPCAP,SRHTIAN,SRHTIOZ,SRHTIANT,SRHTIOZT,SRNGENAN,SRNGENOZ,SRNOXAN,SRNOXOZ,SRSO2AN,SRCO2AN,SRCH4AN,SRN2OAN,SRCO2EQA,SRHGAN,SRNOXRTA,SRNOXRTO,SRSO2RTA,SRCO2RTA,SRCH4RTA,SRN2ORTA,SRC2ERTA,SRHGRTA,SRNOXRA,SRNOXRO,SRSO2RA,SRCO2RA,SRCH4RA,SRN2ORA,SRC2ERA,SRHGRA,SRNOXCRT,SRNOXCRO,SRSO2CRT,SRCO2CRT,SRCH4CRT,SRN2OCRT,SRC2ECRT,SRHGCRT,SRCNOXRT,SRONOXRT,SRGNOXRT,SRFSNXRT,SRCNXORT,SRONXORT,SRGNXORT,SRFSNORT,SRCSO2RT,SROSO2RT,SRGSO2RT,SRFSS2RT,SRCCO2RT,SROCO2RT,SRGCO2RT,SRFSC2RT,SRCCH4RT,SROCH4RT,SRGCH4RT,SRFCH4RT,SRCN2ORT,SRON2ORT,SRGN2ORT,SRFN2ORT,SRCC2ERT,SROC2ERT,SRGC2ERT,SRFSC2ERT,SRCHGRT,SRFSHGRT,SRCNOXR,SRONOXR,SRGNOXR,SRFSNXR,SRCNXOR,SRONXOR,SRGNXOR,SRFSNOR,SRCSO2R,SROSO2R,SRGSO2R,SRFSS2R,SRCCO2R,SROCO2R,SRGCO2R,SRFSC2R,SRCCH4R,SROCH4R,SRGCH4R,SRFCH4R,SRCN2OR,SRON2OR,SRGN2OR,SRFN2OR,SRCC2ER,SROC2ER,SRGC2ER,SRFSC2ER,SRCHGR,SRFSHGR,SRNBNOX,SRNBNXO,SRNBSO2,SRNBCO2,SRNBCH4,SRNBN2O,SRNBC2E,SRNBHG,SRGENACL,SRGENAOL,SRGENAGS,SRGENANC,SRGENAHY,SRGENABM,SRGENAWI,SRGENASO,SRGENAGT,SRGENAOF,SRGENAOP,SRGENATN,SRGENATR,SRGENATH,SRGENACY,SRGENACN,SRCLPR,SROLPR,SRGSPR,SRNCPR,SRHYPR,SRBMPR,SRWIPR,SRSOPR,SRGTPR,SROFPR,SROPPR,SRTNPR,SRTRPR,SRTHPR,SRCYPR,SRCNPR,SRNBGNCL,SRNBGNOL,SRNBGNGS,SRNBGNNC,SRNBGNHY,SRNBGNBM,SRNBGNWI,SRNBGNSO,SRNBGNGT,SRNBGNOF,SRNBGNOP,SRNBCLPR,SRNBOLPR,SRNBGSPR,SRNBNCPR,SRNBHYPR,SRNBBMPR,SRNBWIPR,SRNBSOPR,SRNBGTPR,SRNBOFPR,SRNBOPPR
2022,MROW,MRO West,76840,1205653341.966,571278425.945,1589996610.978,704046319.961,251623837.045,104576080.107,95338.286,44967.226,114102.385,117820953.952,25622635.227,3704684.14,118693234.821,--,0.758,0.86,0.907,936.485,0.102,0.015,943.418,--,0.158,0.157,0.189,195.447,0.0212520749830282,0.00307276064441455,196.894464917175,--,1.602,1.819,1.918,1980.347,0.215,0.031,1995.009,--,1.647,-58.478,1.126,1.569,1.639,-61.201,1.123,1.548,2.321,-14.284,0.025,1.928,2220.474,-7772.453,995.52,2010.738,0.2499,-0.284,0.0206,0.2104,0.0363,-0.0537,0.0021,0.0305,2237.555,-7795.566,996.675,2025.075,--,--,0.157,1.064,0.134,0.155,0.158,1.076,0.132,0.154,0.221,0.26,0.003,0.19,211.394,141.355,118.551,198.077,0.0238,0.0052,0.0025,0.0207,0.0035,0.001,0.0003,0.003,213.02,141.775,118.689,199.49,--,--,1.619,1.584,1.64,1794.666,0.183,0.026,1807.049,--,95599124.923,151733.848,20826283.049,20314709,9769373.91,1765166.488,100084649.43,2464916,0,305892.018,341988.352,137539731.19,114084105.828,104314731.918,118990188.678,132633648.34,0.379928730345851,0.000603018576452062,0.0827675282906928,0.0807344377255752,0.0388253117263336,0.00701510043292809,0.39775504028595,0.0097960353407363,0,0.00121567186012714,0.00135912541535378,0.546608512214051,0.453391487785948,0.414566176059615,0.472889174921405,0.527110825078595,37580459.128,84362.672,16828861.067,0,0,994385.957,0,0,0,10077.011,0,0.677148012116993,0.00152009892352082,0.303232852442583,0,0,0.0179174626917308,0,0,0,0.000181573825172387,0
