YEAR,PSTATABB,FIPSST,STNAMEPCAP,STHTIAN,STHTIOZ,STHTIANT,STHTIOZT,STNGENAN,STNGENOZ,STNOXAN,STNOXOZ,STSO2AN,STCO2AN,STCH4AN,STN2OAN,STCO2EQA,STHGAN,STNOXRTA,STNOXRTO,STSO2RTA,STCO2RTA,STCH4RTA,STN2ORTA,STC2ERTA,STHGRTA,STNOXRA,STNOXRO,STSO2RA,STCO2RA,STCH4RA,STN2ORA,STC2ERA,STHGRA,STNOXCRT,STNOXCRO,STSO2CRT,STCO2CRT,STCH4CRT,STN2OCRT,STC2ECRT,STHGCRT,STCNOXRT,STONOXRT,STGNOXRT,STFSNXRT,STCNXORT,STONXORT,STGNXORT,STFSNORT,STCSO2RT,STOSO2RT,STGSO2RT,STFSS2RT,STCCO2RT,STOCO2RT,STGCO2RT,STFSC2RT,STCCH4RT,STOCH4RT,STGCH4RT,STFCH4RT,STCN2ORT,STON2ORT,STGN2ORT,STFN2ORT,STCC2ERT,STOC2ERT,STGC2ERT,STFSC2ERT,STCHGRT,STFSHGRT,STCNOXR,STONOXR,STGNOXR,STFSNXR,STCNXOR,STONXOR,STGNXOR,STFSNOR,STCSO2R,STOSO2R,STGSO2R,STFSS2R,STCCO2R,STOCO2R,STGCO2R,STFSC2R,STCCH4R,STOCH4R,STGCH4R,STFCH4R,STCN2OR,STON2OR,STGN2OR,STFN2OR,STCC2ER,STOC2ER,STGC2ER,STFSC2ER,STCHGR,STFSHGR,STNBNOX,STNBNXO,STNBSO2,STNBCO2,STNBCH4,STNBN2O,STNBC2E,STNBHG,STGENACL,STGENAOL,STGENAGS,STGENANC,STGENAHY,STGENABM,STGENAWI,STGENASO,STGENAGT,STGENAOF,STGENAOP,STGENATN,STGENATR,STGENATH,STGENACY,STGENACN,STCLPR,STOLPR,STGSPR,STNCPR,STHYPR,STBMPR,STWIPR,STSOPR,STGTPR,STOFPR,STOPPR,STTNPR,STTRPR,STTHPR,STCYPR,STCNPR,STNBGNCL,STNBGNOL,STNBGNGS,STNBGNNC,STNBGNHY,STNBGNBM,STNBGNWI,STNBGNSO,STNBGNGT,STNBGNOF,STNBGNOP,STNBCLPR,STNBOLPR,STNBGSPR,STNBNCPR,STNBHYPR,STNBBMPR,STNBWIPR,STNBSOPR,STNBGTPR,STNBOFPR,STNBOPPR
2022,HI,15,3343.2,83169406.815,34962822.305,88170210.819,37253004.305,9304192.004,3971742.265,22507.039,9383.303,25108.359,6760327.465,1406760.914,217133.625,6808648.181,--,4.838,4.725,5.397,1453.179,0.151,0.023,1463.566,--,0.541,0.537,0.604,162.568,0.017,0.003,163.73,--,5.743,5.609,6.406,1724.894,0.179,0.028,1737.223,--,2.705,6.03,0,5.733,2.694,6.089,0,5.696,8.432,6.568,0,6.734,2341.087,1641.67,0,1704.173,0.2868,0.1048,0,0.1211,0.0415,0.0182,0,0.0202,2360.612,1649.222,0,1712.796,--,--,0.247,0.598,0,0.564,0.247,0.606,0,0.561,0.77,0.651,0,0.662,213.892,162.665,0,167.592,0.0262,0.0104,0,0.0119,0.0038,0.0018,0,0.002,215.676,163.413,0,168.44,--,--,6.163,6.114,6.493,1761.206,0.172,0.027,1773.251,--,647757.91,6655178.08,0,0,110081,277061.353,592180,555043,208346,201338.287,57206.272,7561480.549,1742711.353,1632630.353,7838541.902,1465650,0.069620007500142,0.715288135724009,0,0,0.0118313337858323,0.0297781210789992,0.063646580620581,0.0596551539183849,0.0223927023641048,0.0216395243263116,0.00614844068163546,0.812696108232098,0.187303891767902,0.17547255798207,0.842474229311097,0.157525770688903,472312.375455496,4344854.88966153,0,0,0,249679.660665925,0,0,0,0,0,0.09321623139079,0.857506641369503,0,0,0,0.0492771272397072,0,0,0,0,0
2022,IA,19,23811.4,242329943.457,127048967.187,403009954.456,178637114.187,72909386.062,28902796.111,19514.057,10347.159,20345.449,22505199.532,4529851.036,652505.71,22659046.017,--,0.535,0.716,0.558,617.347,0.062,0.009,621.567,--,0.161,0.163,0.168,185.74,0.019,0.003,187.01,--,1.512,2.022,1.576,1743.449,0.175,0.025,1755.368,--,1.383,13.659,1.792,1.51,1.386,15.003,1.717,1.5,2.152,4.719,0.053,1.581,2035.383,1750.202,995.883,1750.528,0.234,0.0845,0.0234,0.1762,0.034,0.015,0.0025,0.0254,2051.372,1756.787,997.221,1762.494,--,--,0.142,1.455,0.213,0.161,0.144,1.509,0.208,0.163,0.221,0.503,0.006,0.169,208.782,186.432,118.561,186.64,0.024,0.009,0.0028,0.0188,0.0035,0.0016,0.0003,0.0027,210.422,187.133,118.721,187.916,--,--,1.779,1.758,1.591,1698.156,0.166,0.024,1709.445,--,18171573.321,92038.981,7333176.501,0,1009833,220137.862,45696889.43,385799,0,0,-62,25596726.803,47312659.292,46302826.292,25816864.665,47092521.43,0.249234822040111,0.00126237385420988,0.10057923482626,0,0.0138505094522757,0.00301933244252739,0.626762245826598,0.00529148155801851,0,0,0,0.351075878895041,0.648924121104959,0.635073059827144,0.35409521390512,0.64590478609488,11458389.8314836,30689.3207402334,5152226.46126225,0,0,13370.7425351979,0,0,0,0,0,0.6879983487245,0.00184268490628087,0.309356144251913,0,0,0.000802822117306641,0,0,0,0,0
2022,ID,16,5468.4,37012493.435,15132154.302,76170916.439,32052761.295,16278410.189,6912509.335,1258.756,569.87,447.974,2017322.276,134576.627,20457.125,2022052.594,--,0.155,0.165,0.055,247.852,0.008,0.001,248.434,--,0.068,0.075,0.024,109.008,0.004,0.001,109.263,--,0.519,0.553,0.185,831.502,0.028,0.004,833.452,--,0,34.872,0.211,0.212,0,34.571,0.245,0.245,0,3.179,0.009,0.009,0,1800.821,932.778,932.786,0,0.0729,0.0176,0.0176,0,0.0146,0.0018,0.0018,0,1806.974,933.746,933.754,--,--,0,3.163,0.027,0.027,0,3.163,0.031,0.031,0,0.288,0.001,0.001,0,163.33,118.89,118.89,0,0.0066,0.0022,0.0022,0,0.0013,0.0002,0.0002,0,163.888,119.013,119.014,--,--,0.678,0.764,0.242,895.277,0.034,0.005,897.741,--,6266.985,52.129,4335008.165,0,8359737.55,460398.913,2441688,533318,91432,0,50508,4391835.279,11886574.463,3526836.913,4852234.192,11426175.55,0.000384987544810997,3.20233983701133e-06,0.266304155854686,0,0.513547556702115,0.0282827942223449,0.149995487194317,0.0327622911852368,0.00561676487133113,0,0.00310276008532234,0.269795105824656,0.730204894175344,0.216657337473229,0.298077900047001,0.701922099952999,0,39,2098290.03119797,0,0,319873.25294204,0,0,0,0,0,0,1.6127683054385e-05,0.867706578957347,0,0,0.132277293359599,0,0,0,0,0
2022,IL,17,52369.4,589846243.663,268990579.898,675683278.664,295797568.899,185197549.577,77949765.929,25110.026,10234.019,63581.478,54486102.499,10858004.482,1564411.492,54854924.863,--,0.271,0.263,0.687,588.411,0.059,0.008,592.394,--,0.085,0.076,0.216,184.747,0.018,0.003,185.997,--,0.821,0.795,2.079,1781.448,0.178,0.026,1793.507,--,0.925,49.532,0.617,0.822,0.833,79.117,0.574,0.729,3.103,11.354,0.022,2.091,2209.721,4362.518,917.708,1792.476,0.258,0.1319,0.0171,0.1787,0.0375,0.0264,0.0017,0.0257,2227.352,4373.678,918.649,1804.617,--,--,0.087,1.846,0.08,0.085,0.078,1.543,0.073,0.076,0.293,0.423,0.003,0.217,208.503,162.571,118.744,186.229,0.0243,0.0049,0.0022,0.0186,0.0035,0.001,0.0002,0.0027,210.166,162.987,118.866,187.491,--,--,0.923,0.821,2.174,1742.725,0.169,0.024,1754.155,--,40559216.914,37579.457,19789290.496,98869581,115235,282708.852,23493805.54,1548365,0,238899.772,262866.7,159757434.339,25440114.392,25324879.392,61170562.191,124026986.54,0.219005149862498,0.000202915520521194,0.106855034699968,0.533860095219772,0.000622227458136496,0.00152652588512732,0.126858080471275,0.008360612819174,0,0.00128997264616608,0.00141938541736216,0.862632553366288,0.137367446633712,0.136745219175576,0.330298984031643,0.669701015968357,19299800.0598126,3506.994,12695187.9288443,0,0,140073.042412655,0,0,0,0,0,0.600518356784218,0.000109121041026606,0.39501411260581,0,0,0.00435840956894507,0,0,0,0,0
2022,IN,18,29566.3,841155583.65,370297965.067,881737062.653,382205175.067,98022168.549,41054025.349,44418.063,14710.344,37507.769,76796175.697,13994757.295,2011901.564,77270883.492,--,0.906,0.717,0.765,1566.914,0.143,0.021,1576.6,--,0.106,0.079,0.089,182.597,0.017,0.002,183.726,--,1.026,0.811,0.866,1773.914,0.162,0.023,1784.88,--,1.403,32.677,0.301,0.998,1.041,32.04,0.28,0.768,1.393,3.083,0.046,0.888,2303.291,1735.158,927.539,1810.141,0.2549,0.0703,0.0175,0.1659,0.0371,0.0141,0.0018,0.0238,2320.705,1741.113,928.501,1821.393,--,--,0.126,3.076,0.039,0.102,0.093,3.063,0.036,0.077,0.125,0.29,0.006,0.09,207.285,163.324,119.123,184.226,0.0229,0.0066,0.0022,0.0169,0.0033,0.0013,0.0002,0.0024,208.852,163.884,119.247,185.371,--,--,1.235,0.963,1.147,2103.85,0.216,0.031,2118.529,--,51384114.99,113606.054,32088359.599,0,370827,385914.775,9985205,1082279.51,0,2156789.737,455071,86197941.38,11824226.285,11453399.285,86583856.155,11438311.51,0.524209127527255,0.00115898328619154,0.327358192165929,0,0.00378309324139144,0.00393701531187211,0.10186680460001,0.0110411709491958,0,0.0220030814292032,0.00464253148895103,0.87937191589753,0.12062808410247,0.116844990861078,0.883308931209402,0.116691068790598,32534291.8331735,133,7535776.30100551,0,0,108991.990686372,0,0,0,362123.76637892,0,0.802497164077073,3.28060384315547e-06,0.185878922513072,0,0,0.00268841762044269,0,0,0,0.00893221518556856,0
2022,KS,20,19636.6,258435108.213,139763034.235,360066185.214,177297531.235,62194840.58,27873924.128,18172.267,9208.866,4442.522,25505269.293,5536112.33,802391.081,25694026.97,--,0.584,0.661,0.143,820.173,0.089,0.013,826.243,--,0.141,0.132,0.034,197.382,0.021,0.003,198.843,--,1.551,1.754,0.379,2177.393,0.236,0.034,2193.508,--,1.175,-2.032,3.616,1.555,1.142,-2.415,3.518,1.467,0.423,-0.083,0.061,0.379,2305.952,-184.827,1196.966,2183.14,0.2676,-0.0056,0.0224,0.2369,0.0389,-0.0011,0.0023,0.0343,2324.242,-185.296,1198.224,2199.296,--,--,0.107,1.783,0.359,0.141,0.104,1.679,0.327,0.132,0.038,0.073,0.006,0.034,209.479,162.184,118.965,197.928,0.0243,0.0049,0.0022,0.0215,0.0035,0.001,0.0002,0.0031,211.141,162.596,119.09,199.393,--,--,1.853,1.721,0.378,2154.741,0.229,0.033,2170.351,--,20229359.807,-223711.99,3360030.532,8981959,23668,60836,29687479,74391,0,0,829,32348466.349,29846374,29822706,23427343.349,38767497,0.324092101609995,0,0.053830638585647,0.14389886761901,0.000379182135969083,0.000974646122351492,0.47561947349828,0.00119180912104428,0,0,1.32813077031591e-05,0.520114951135494,0.479885048864506,0.477785928741676,0.376676637765124,0.623323362234876,11254110.2341336,16363.378,2107320.69530871,0,0,8098.65719600879,0,0,0,0,0,0.840744077654268,0.00122243454681935,0.15742847345901,0,0,0.000605014339902694,0,0,0,0,0
2022,KY,21,21043.2,640540356.649,287099958.741,656156004.646,294125585.742,69146933.093,30515110.4,31895.031,12222.983,45295.655,59468848.623,12372104.648,1789064.905,59890070.602,--,0.923,0.801,1.31,1720.072,0.179,0.026,1732.255,--,0.1,0.085,0.141,185.683,0.019,0.003,186.999,--,0.988,0.858,1.403,1841.989,0.192,0.028,1855.036,--,1.176,38.867,0.376,0.99,1.028,37.657,0.298,0.86,1.783,3.628,0.137,1.4,2115.934,2044.4,988.808,1854.342,0.2427,0.0828,0.0248,0.192,0.0352,0.0166,0.0028,0.0277,2132.505,2051.384,990.275,1867.399,--,--,0.112,3.105,0.046,0.1,0.097,3.115,0.036,0.085,0.17,0.29,0.017,0.141,201.651,163.326,122.41,186.61,0.0231,0.0066,0.0031,0.0193,0.0034,0.0013,0.0004,0.0028,203.23,163.884,122.592,187.924,--,--,1.097,0.954,1.516,1946.608,0.203,0.029,1960.421,--,47053326.81,97952.95,16917627.399,0,4529831,447169.46,0,46853,0,54172.906,0,64123080.065,5023853.46,494022.46,64570249.525,4576684,0.680483203105282,0.00141659138021768,0.24466200504587,0,0.0655102224939917,0.00646694563596702,0,0.000677586085333204,0,0.000783446253338391,0,0.927345245784708,0.0726547542152919,0.00714453172130022,0.933812191420675,0.0661878085793248,25833549.2670523,44.099,6148983.10485908,0,0,234842.68967565,0,0,0,0,0,0.801850363565298,1.36879368828985e-06,0.190858959689154,0,0,0.00728930795185926,0,0,0,0,0
2022,LA,22,28474.2,655479301.237,312812187.952,660478381.237,314507426.952,105223371.518,48308717.944,32019.06,14943.55,31119.493,43039428.249,4073078.248,575242.517,43176052.861,--,0.609,0.619,0.591,818.058,0.039,0.005,820.655,--,0.098,0.096,0.095,131.322,0.006,0.001,131.739,--,0.728,0.74,0.708,978.765,0.046,0.007,981.872,--,1.447,0.537,0.658,0.741,1.35,0.293,0.668,0.729,3.205,7.998,0.018,0.698,2247.814,1074.168,847.809,1015.053,0.1971,0.1954,0.0167,0.0443,0.0292,0.0302,0.0018,0.006,2261.457,1088.038,848.753,1017.953,--,--,0.129,0.113,0.091,0.098,0.119,0.099,0.091,0.096,0.285,1.681,0.003,0.092,199.862,225.775,117.834,134.398,0.0175,0.0411,0.0023,0.0059,0.0026,0.0063,0.0002,0.0008,201.075,228.691,117.965,134.782,--,--,0.916,0.897,1.211,1153.072,0.065,0.009,1157.41,--,8172862.85,3106633.76,72234291.224,16164721,916066,2076681.552,0,196173,0,1900230.722,455712.41,102034451.966,3188920.552,2272854.552,87946412.518,17276960,0.0776715538993194,0.0295241797108201,0.68648523132675,0.15362291298195,0.00870591749797122,0.0197359341589698,0,0.0018643481510388,0,0.0180590174647266,0.00433090480845445,0.96969380019202,0.0303061998079798,0.0216002823100086,0.83580682136904,0.16419317863096,7602426.99803321,2943046.74857739,30899998.1863096,0,0,502495.07392143,0,0,0,172737.822403628,0,0.18049144782484,0.0698717355397617,0.733605914515825,0,0,0.0119298828440434,0,0,0,0.0041010192755296,0
2022,MA,25,14526.9,152780868.64,74695542.761,163509495.638,79477366.758,21022930.789,10199742.806,6353.572,2734.135,1814.819,8953024.3,2475544.81,319988.506,9031646.899,--,0.604,0.536,0.173,851.739,0.118,0.015,859.219,--,0.083,0.073,0.024,117.201,0.016,0.002,118.23,--,0.691,0.613,0.197,973.222,0.135,0.017,981.769,--,0,30.223,0.218,0.237,0,80.283,0.21,0.215,0,5.384,0.074,0.077,0,3062.788,882.604,883.956,0,0.0978,0.0185,0.0185,0,0.0196,0.0021,0.0021,0,3071.063,883.699,885.056,--,--,0,1.606,0.03,0.032,0,0.705,0.028,0.029,0,0.286,0.01,0.011,0,162.753,121.155,121.221,0,0.0052,0.0025,0.0025,0,0.001,0.0003,0.0003,0,163.193,121.305,121.372,--,--,0.411,0.331,0.174,944.553,0.063,0.008,948.491,--,0,756061.611,15775967.008,0,477572.07,936899.71,215680.49,1930951.91,0,935140.56,-5344,17461825.179,3561104.18,3083532.11,18398724.889,2624204.47,0,0.0359545264650276,0.75022645647927,0,0.0227109502452612,0.0445542862224117,0.0102566904242611,0.0918264603581236,0,0.0444706298056452,0,0.830608564620635,0.169391435379365,0.146637437004796,0.875174176481901,0.124825823518099,0,10975,10930356.4156002,0,0,435730.807312399,0,0,0,0,0,0,0.000964660277404227,0.960736278086555,0,0,0.0382990616360407,0,0,0,0,0
2022,MD,24,14386.4,164010819.435,80384334.425,174215511.433,83485235.428,37134094.879,16575371.219,3741.394,1641.21,3966.734,11828156.995,1949021.602,266267.09,11892193.561,--,0.202,0.198,0.214,637.051,0.052,0.007,640.5,--,0.046,0.041,0.048,144.236,0.012,0.002,145.017,--,0.387,0.38,0.41,1223.65,0.101,0.014,1230.274,--,0.804,22.861,0.133,0.334,0.794,21.721,0.142,0.303,1.334,11.004,0.009,0.357,2169.822,2756.392,896.672,1219.239,0.2515,0.113,0.0166,0.0758,0.0366,0.0225,0.0017,0.0105,2187.031,2765.935,897.592,1224.265,--,--,0.076,1.35,0.018,0.04,0.072,1.251,0.018,0.036,0.126,0.65,0.001,0.043,204.584,162.822,119.063,146.597,0.0237,0.0067,0.0022,0.0091,0.0035,0.0013,0.0002,0.0013,206.206,163.386,119.185,147.201,--,--,0.537,0.486,0.542,1406.34,0.125,0.017,1414.685,--,4639313.99,142840.313,13944394.374,14810684,1779682,312469.756,497608,713531.53,0,295945.19,-2375,33830802.867,3303291.286,1523609.286,19332588.623,17801505.53,0.124926092754976,0.003846362248697,0.375490580877518,0.398817775028123,0.0479227573485195,0.00841409436940931,0.0133994429559225,0.0192137687366102,0,0.0079691256802235,0,0.911044247575024,0.0889557524249756,0.041027306061942,0.520615597713137,0.479384402286863,3805561.31816581,26131.998,7002566.1445903,0,0,314347.865267484,0,0,0,0,0,0.341348583448866,0.00234396972068444,0.628111291375793,0,0,0.0281961554546565,0,0,0,0,0
2022,ME,23,5382.3,50246318.437,23601129.173,71439620.427,29958442.18,12763920.003,5217075.659,2166.63,712.009,2015.753,2148241.874,1147885.486,164826.83,2187149.527,--,0.339,0.273,0.316,336.612,0.09,0.013,342.708,--,0.086,0.06,0.08,85.508,0.023,0.003,87.057,--,0.661,0.532,0.615,655.7,0.175,0.025,667.576,--,0,1.778,0.119,0.211,0,2.849,0.107,0.112,0,5.519,0.005,0.31,0,1867.918,812.824,871.265,0,0.0732,0.0157,0.0189,0,0.0146,0.0016,0.0023,0,1874.112,813.689,872.425,--,--,0,0.162,0.017,0.03,0,0.125,0.016,0.017,0,0.504,0.001,0.044,0,170.404,118.94,123.365,0,0.0067,0.0023,0.0027,0,0.0013,0.0002,0.0003,0,170.969,119.067,123.529,--,--,0.649,0.359,0.639,783.609,0.126,0.018,792.173,--,42442.265,274047.155,4142901.838,0,3063335,1812658.551,2716384,431686.83,0,181598.203,98866,4739855.461,8024064.381,4960729.381,6552514.012,6211405.83,0.00332517483072423,0.0214704540918724,0.324579117487692,0,0.239999548565012,0.142014253727558,0.21281738162141,0.0338208665788956,0,0.0142274634475881,0.00774573964924779,0.371347949507124,0.628652050492876,0.388652501927863,0.513362203234682,0.486637796765318,0,234487,2691099.59003664,0,0,854844.061848404,0,0,0,0,0,0,0.0620265312585689,0.71185000806582,0,0,0.226123460675611,0,0,0,0,0
2022,MI,26,35382.7,725333713.363,344845882.163,764218509.374,358017712.15,116615130.596,52302331.493,40612.54,18214.735,44095.602,58850117.301,11097414.01,1582051.176,59224560.598,--,0.697,0.697,0.756,1009.305,0.095,0.014,1015.727,--,0.112,0.106,0.122,162.27,0.015,0.002,163.303,--,1.014,1.014,1.101,1469.904,0.139,0.02,1479.256,--,1.124,6.411,0.85,0.991,1.074,6.759,0.8,0.94,2.326,1.445,0.034,1.114,2199.528,1424.533,897.287,1510.184,0.2545,0.042,0.0162,0.1282,0.0371,0.0083,0.0016,0.0183,2216.957,1428.041,898.183,1518.852,--,--,0.106,0.948,0.112,0.11,0.101,1.009,0.105,0.104,0.22,0.214,0.005,0.124,208.413,210.533,118.372,168.262,0.0241,0.0062,0.0021,0.0143,0.0035,0.0012,0.0002,0.002,210.064,211.052,118.49,169.228,--,--,1.136,1.047,1.298,1526.959,0.14,0.02,1536.386,--,34482187.157,1554882.92,40409707.752,26013361,517793,2257925.486,9151179,859379,0,1368771.731,-57,103828853.56,12786276.486,12268483.486,80073418.046,36541712,0.295692079483594,0.0133334513229967,0.346521827693506,0.223070096262323,0.00444018496317938,0.0193621906648346,0.0784733037935293,0.00736935747194754,0,0.0117375083440896,0,0.890354909513403,0.109645090486597,0.105204851930311,0.686646904346068,0.313353095653932,19264832.7489861,116288.565317442,20521963.6557646,0,0,921855.999401438,0,0,0,0,0,0.471888808446608,0.00284846867027699,0.502682016640556,0,0,0.0225807062425598,0,0,0,0,0
2022,MN,27,20244.2,257429765.189,115395523.796,318785596.201,137551450.806,58966891.046,24565454.07,16150.796,7232.741,6890.117,22650406.237,4836930.601,696214.145,22814603.778,--,0.548,0.589,0.234,768.241,0.082,0.012,773.811,--,0.125,0.125,0.054,175.973,0.019,0.003,177.249,--,1.227,1.319,0.523,1720.648,0.184,0.026,1733.121,--,1.224,-2.647,0.821,1.097,1.262,-2.67,0.802,1.092,0.646,-0.282,0.009,0.429,2210.327,-286.209,977.109,1791.934,0.2402,-0.0087,0.0178,0.1641,0.0349,-0.0017,0.0018,0.0236,2226.745,-286.928,978.093,1803.07,--,--,0.116,0.618,0.1,0.112,0.12,0.651,0.095,0.112,0.061,0.066,0.001,0.044,209.278,66.839,118.577,182.724,0.0227,0.002,0.0022,0.0167,0.0033,0.0004,0.0002,0.0024,210.833,67.007,118.697,183.859,--,--,1.183,1.162,0.451,1574.289,0.15,0.021,1584.386,--,16158695.017,-61476.889,8736084.076,14696205,950433.91,1186674.687,15091227,1901260,0,251720.746,56067.352,39837295.302,19129595.597,18179161.687,26327764.989,32639125.91,0.273744567612539,0,0.147998062683617,0.248968513796304,0.0161013076528471,0.0201034643421267,0.255660584317697,0.0322092592298734,0,0.00426440295459386,0.000949837410401818,0.675587515208057,0.324412484791943,0.307973307889697,0.446483858782632,0.553516141217368,8269820.94300626,27807.416,7388783.1145,0,0,779175.913662588,0,0,0,0,0,0.502248765777447,0.0016888201645129,0.448740937129146,0,0,0.0473214769288933,0,0,0,0,0
2022,MO,29,24060.5,601677034.511,273421371.276,632591978.509,283549887.276,79361031.625,34078284.996,47891.459,14280.311,95335.81,59767217.897,13448770.626,1949329.753,60225777.664,--,1.207,0.838,2.403,1506.211,0.169,0.025,1517.767,--,0.159,0.104,0.317,198.669,0.022,0.003,200.193,--,1.564,1.086,3.112,1951.259,0.22,0.032,1966.23,--,1.698,33.393,0.505,1.566,1.121,32.785,0.512,1.04,3.546,5.762,0.016,3.118,2087.152,4624.878,1013.72,1957.597,0.2477,0.1755,0.0199,0.22,0.036,0.0351,0.0021,0.0319,2104.082,4639.718,1014.827,1972.6,--,--,0.17,1.179,0.059,0.159,0.11,1.194,0.058,0.104,0.354,0.203,0.002,0.317,208.593,163.326,118.701,199.041,0.0248,0.0062,0.0023,0.0224,0.0036,0.0012,0.0002,0.0032,210.285,163.85,118.831,200.566,--,--,1.292,0.957,1.631,1810.631,0.185,0.027,1823.194,--,52832377.533,162962.156,8151577.791,8874769.5,1549213,113247.117,7524605,152279,0,0,0,70021686.98,9339344.117,7790131.117,61260164.597,18100866.5,0.665721914177564,0.00205342790721579,0.102715119477677,0.111827799832297,0.0195210795346957,0.00142698646217918,0.0948148593332029,0.0019188132751687,0,0,0,0.882318261394753,0.117681738605247,0.0981606590705508,0.771917448024636,0.228082551975364,17092050.5790293,25666,5891537.40415838,0,0,198451.002204309,0,0,0,0,0,0.736481724056206,0.0011059258128348,0.253861267534501,0,0,0.00855108259645764,0,0,0,0,0
2022,MS,28,16365.8,460050605.508,218757754.895,461769774.508,219589272.895,67781239.54,31513091.89,15187.841,7560.272,4937.659,30034224.503,2557256.963,351706.109,30118594.426,--,0.448,0.48,0.146,886.211,0.038,0.005,888.7,--,0.066,0.069,0.021,130.569,0.006,0.001,130.936,--,0.518,0.554,0.168,1023.713,0.044,0.006,1026.589,--,0.974,2145,0.359,0.508,1.049,1400,0.392,0.542,0.459,192,0.005,0.115,1503.258,108205,902.913,1048.777,0.1214,4.3815,0.0168,0.0422,0.0172,0.8765,0.0017,0.0055,1511.43,108576,903.832,1051.458,--,--,0.11,3.238,0.047,0.064,0.116,3.241,0.051,0.068,0.052,0.29,0.001,0.015,169.595,163.328,118.846,132.671,0.0137,0.0066,0.0022,0.0053,0.0019,0.0013,0.0002,0.0007,170.517,163.888,118.967,133.01,--,--,0.687,0.74,0.119,1038.97,0.039,0.005,1041.47,--,5651367.27,9149.312,51719171.219,8600330,0,1297361.729,0,503860,0,0,0,65980017.801,1801221.729,1801221.729,58677049.53,9104190,0.0833765701127183,0.00013498295492148,0.763030767475255,0.126883634168323,0,0.0191404249611839,0,0.00743362032759804,0,0,0,0.973425954711218,0.026574045288782,0.026574045288782,0.865682745504079,0.134317254495921,5097604.15082087,2,18687186.1125064,0,0,555297.713574345,0,0,0,0,0,0.209432428378795,8.21689649421171e-08,0.767753370272676,0,0,0.022814119179564,0,0,0,0,0
2022,MT,30,6607.3,135390320.541,53348437.695,183881063.546,72904604.696,27088739.999,10785876.879,11742.366,4800.721,14102.241,13862077.314,3128315.656,455454.834,13969044.031,--,0.867,0.89,1.041,1023.457,0.115,0.017,1031.354,--,0.173,0.18,0.208,204.772,0.023,0.003,206.352,--,1.786,1.834,2.145,2108.407,0.238,0.035,2124.676,--,1.639,1.405,5.052,1.825,1.606,1.399,7.028,1.902,1.738,17.231,0.039,2.195,2228.821,1842.968,1224.028,2157.695,0.2638,0.0537,0.0253,0.2427,0.0384,0.0107,0.0026,0.0353,2246.853,1847.502,1225.437,2174.296,--,--,0.154,0.172,0.491,0.174,0.15,0.173,0.706,0.18,0.164,2.111,0.004,0.209,209.732,225.775,119.001,205.114,0.0248,0.0066,0.0025,0.0231,0.0036,0.0013,0.0003,0.0034,211.429,226.331,119.138,206.693,--,--,2.492,3.09,1.373,1846.848,0.168,0.024,1858.226,--,11651072.685,464878.666,728757.845,0,9885929,27952,4021860,31611,0,4256.982,272422,13121388.178,13967352,4081423,13149340.178,13939400,0.430107587449281,0.0171613247033743,0.0269026112034497,0,0.364946060061841,0.00103186784680009,0.14846980603647,0.00116694241933306,0,0.000157149500937563,0.0100566507785123,0.484385323635555,0.515614676364445,0.150668616302603,0.485417191482355,0.514582808517645,1151197.13204803,22434.4624294923,692323.613703635,0,0,3191.26998056642,0,0,0,0,0,0.615894551603155,0.0120025170266785,0.370395590603751,0,0,0.00170734076641494,0,0,0,0,0
2022,NC,37,38563.2,644096755.552,299282512.936,701081401.547,325232624.938,134252770.682,60149577.087,26649.348,12139.685,11638.674,43938894.996,5115387.197,715635.136,44109466.972,--,0.397,0.404,0.173,654.57,0.038,0.005,657.111,--,0.083,0.081,0.036,136.436,0.008,0.001,136.965,--,0.71,0.721,0.31,1169.897,0.068,0.01,1174.438,--,1.823,6.435,0.575,0.695,1.731,18.128,0.583,0.703,1.381,7.401,0.128,0.248,2291,1270.024,1090.127,1201.806,0.2721,0.0797,0.0428,0.0641,0.0396,0.0122,0.0056,0.0087,2309.605,1275.661,1092.859,1206.015,--,--,0.163,0.813,0.069,0.081,0.151,0.6,0.068,0.079,0.124,0.935,0.015,0.029,204.983,160.458,130.693,139.675,0.0243,0.0101,0.0051,0.0075,0.0035,0.0015,0.0007,0.001,206.648,161.17,131.021,140.164,--,--,0.874,0.869,0.362,1309.515,0.084,0.012,1315.155,--,14673743.423,277750.852,58131396.601,42644282,4686291,1824873.943,546755,11259591.28,0,0,208088,115935260.876,18317511.223,13631220.223,75115852.819,59136919.28,0.109299370088085,0.0020688649303657,0.432999599875175,0.317641724139249,0.0349064747545344,0.0135928213210697,0.00407257884847856,0.0838685943236763,0,0,0.00154997171936646,0.863559530752241,0.136440469247759,0.101533994493225,0.559510627934062,0.440489372065938,6363249.79413564,41534.007,35821122.9537704,0,0,592522.150531681,0,0,0,0,0,0.148610071803161,0.000970003058536448,0.836581908058315,0,0,0.0138380170799876,0,0,0,0,0
