YEAR,PSTATABB,FIPSST,STNAMEPCAP,STHTIAN,STHTIOZ,STHTIANT,STHTIOZT,STNGENAN,STNGENOZ,STNOXAN,STNOXOZ,STSO2AN,STCO2AN,STCH4AN,STN2OAN,STCO2EQA,STHGAN,STNOXRTA,STNOXRTO,STSO2RTA,STCO2RTA,STCH4RTA,STN2ORTA,STC2ERTA,STHGRTA,STNOXRA,STNOXRO,STSO2RA,STCO2RA,STCH4RA,STN2ORA,STC2ERA,STHGRA,STNOXCRT,STNOXCRO,STSO2CRT,STCO2CRT,STCH4CRT,STN2OCRT,STC2ECRT,STHGCRT,STCNOXRT,STONOXRT,STGNOXRT,STFSNXRT,STCNXORT,STONXORT,STGNXORT,STFSNORT,STCSO2RT,STOSO2RT,STGSO2RT,STFSS2RT,STCCO2RT,STOCO2RT,STGCO2RT,STFSC2RT,STCCH4RT,STOCH4RT,STGCH4RT,STFCH4RT,STCN2ORT,STON2ORT,STGN2ORT,STFN2ORT,STCC2ERT,STOC2ERT,STGC2ERT,STFSC2ERT,STCHGRT,STFSHGRT,STCNOXR,STONOXR,STGNOXR,STFSNXR,STCNXOR,STONXOR,STGNXOR,STFSNOR,STCSO2R,STOSO2R,STGSO2R,STFSS2R,STCCO2R,STOCO2R,STGCO2R,STFSC2R,STCCH4R,STOCH4R,STGCH4R,STFCH4R,STCN2OR,STON2OR,STGN2OR,STFN2OR,STCC2ER,STOC2ER,STGC2ER,STFSC2ER,STCHGR,STFSHGR,STNBNOX,STNBNXO,STNBSO2,STNBCO2,STNBCH4,STNBN2O,STNBC2E,STNBHG,STGENACL,STGENAOL,STGENAGS,STGENANC,STGENAHY,STGENABM,STGENAWI,STGENASO,STGENAGT,STGENAOF,STGENAOP,STGENATN,STGENATR,STGENATH,STGENACY,STGENACN,STCLPR,STOLPR,STGSPR,STNCPR,STHYPR,STBMPR,STWIPR,STSOPR,STGTPR,STOFPR,STOPPR,STTNPR,STTRPR,STTHPR,STCYPR,STCNPR,STNBGNCL,STNBGNOL,STNBGNGS,STNBGNNC,STNBGNHY,STNBGNBM,STNBGNWI,STNBGNSO,STNBGNGT,STNBGNOF,STNBGNOP,STNBCLPR,STNBOLPR,STNBGSPR,STNBNCPR,STNBHYPR,STNBBMPR,STNBWIPR,STNBSOPR,STNBGTPR,STNBOFPR,STNBOPPR
2022,ND,38,9993.8,271837973.896,119687786.423,333441512.895,142645242.424,44400926.002,18398420.5,28278.383,12483.244,33255.834,29111073.847,6602389.607,958958.03,29336488.464,--,1.274,1.357,1.498,1311.282,0.149,0.022,1321.436,--,0.208,0.209,0.245,214.18,0.024,0.004,215.838,--,2.146,2.286,2.523,2208.762,0.25,0.036,2225.865,--,2.26,19.829,0.081,2.147,2.268,20.224,0.07,2.139,2.67,9.303,0.004,2.525,2290.424,3579.4,809.627,2209.908,0.2638,0.1449,0.0217,0.2506,0.0384,0.029,0.0022,0.0364,2308.456,3591.663,810.819,2227.02,--,--,0.215,0.905,0.012,0.208,0.216,0.878,0.011,0.209,0.254,0.424,0.001,0.245,217.69,163.326,118.857,214.18,0.0251,0.0066,0.0032,0.0243,0.0036,0.0013,0.0003,0.0035,219.404,163.885,119.032,215.838,--,--,2.294,2.186,2.778,2010.833,0.216,0.031,2025.508,--,24831185.245,29251.57,1453358.586,0,1791409,0,16249888,0,0,32167.57,13666,26359628.971,18041297,16249888,26359628.971,18041297,0.559249265684644,0.000658805404623889,0.0327326188410856,0,0.0403462081212009,0,0.365980835863951,0,0,0.0007244797106486,0.000307786373845577,0.593672956014848,0.406327043985152,0.365980835863951,0.593672956014848,0.406327043985152,4131857.08820089,973,1281011.47743531,0,0,0,0,0,0,10077.0106291223,0,0.761784497702749,0.000179390598571626,0.236178227866643,0,0,0,0,0,0,0.00185788383203585,0
2022,NE,31,11354.2,219512725.707,109193803.727,266411513.708,125294742.731,40692718.002,17946240.823,20082.886,9820.012,44094.753,22322095.475,5098973.598,740477.09,22496163.729,--,0.987,1.094,2.167,1097.105,0.125,0.018,1105.66,--,0.183,0.18,0.402,203.379,0.023,0.003,204.965,--,1.883,2.088,4.135,2093.125,0.239,0.035,2109.447,--,1.893,31.06,0.744,1.854,1.889,32.09,0.745,1.818,4.367,3.487,0.016,4.146,2142.471,3990.965,1266.029,2099.29,0.2514,0.0994,0.0236,0.2398,0.0366,0.0199,0.0025,0.0348,2159.649,3999.376,1267.361,2115.66,--,--,0.185,1.271,0.069,0.18,0.186,1.256,0.068,0.178,0.426,0.143,0.001,0.403,208.976,163.313,117.813,204.081,0.0245,0.0041,0.0022,0.0233,0.0036,0.0008,0.0002,0.0034,210.652,163.657,117.937,205.672,--,--,2.02,1.919,3.874,2052.755,0.225,0.033,2068.111,--,19945269.54,35108.906,1260181.846,5618504,1057372,88509.762,12614061,73816,0,0,-105,26858959.292,13833758.762,12776386.762,21328965.054,19363753,0.490142193219977,0.00086277882351416,0.0309681597742118,0.138071128477475,0.0259842380214529,0.00217507057405543,0.309982450302378,0.00181398080693603,0,0,0,0.660043383102541,0.339956616897459,0.313971501683369,0.524146974544587,0.475853025455413,8116147.57213031,13979.003,1079447.999,0,0,10056.1073059361,0,0,0,0,0,0.880311571316213,0.00151622158012758,0.117081479323621,0,0,0.00109072778003831,0,0,0,0,0
2022,NH,33,4713.8,54240296.726,26251730.546,59998109.727,27915760.543,18764370.187,8213602.68,1483.814,483.621,694.646,2842128.238,1029279.69,135895.006,2875242.332,--,0.158,0.118,0.074,302.928,0.055,0.007,306.458,--,0.055,0.037,0.026,104.798,0.019,0.003,106.019,--,0.482,0.359,0.226,923.47,0.167,0.022,934.23,--,2.854,3.107,0.098,0.348,4.63,2.208,0.09,0.179,0.715,5.012,0.005,0.191,2372.473,1896.91,882.949,1000.049,0.3044,0.0643,0.0185,0.0367,0.0443,0.0122,0.0022,0.005,2393.296,1902.166,884.067,1002.448,--,--,0.246,0.249,0.014,0.045,0.33,0.161,0.013,0.024,0.062,0.402,0.001,0.025,204.732,152.19,121.958,130.774,0.0263,0.0052,0.0026,0.0048,0.0038,0.001,0.0003,0.0006,206.529,152.612,122.113,131.087,--,--,0.5,0.236,0.3,1046.898,0.075,0.01,1051.857,--,305455.56,445328.669,4501922.771,10921528,1201292,852755.394,482322,3908,0,49857.814,0,16224092.814,2540277.394,1338985.394,6155320.208,12609050,0.0162784871868373,0.0237326733625272,0.239918671455365,0.582035414934615,0.0640198411502157,0.0454454577770181,0.025704140061912,0.000208267048490328,0,0.00265704702301938,0,0.864622293962364,0.135377706037636,0.0713578648874204,0.328032336804767,0.671967663195232,308840,151802.19,2958918.77727094,0,0,116085.189251639,0,0,0,0,0,0.0873503700109386,0.0429347800316371,0.836882042568742,0,0,0.0328328073886818,0,0,0,0,0
2022,NJ,34,19105.3,265893534.562,142627210.74,271801167.564,145676169.742,65039128.884,31588065.706,6988.58,3376.457,2187.697,15824916.91,2040145.613,253292.849,15888159.367,--,0.215,0.214,0.067,486.628,0.031,0.004,488.572,--,0.053,0.047,0.016,119.032,0.008,0.001,119.508,--,0.396,0.394,0.124,896.321,0.058,0.007,899.903,--,1.334,80.727,0.207,0.303,1.001,74.682,0.198,0.281,1.443,0.943,0.006,0.028,2216.426,1399.728,842.475,863.287,0.2278,0.0242,0.0162,0.0193,0.0332,0.0024,0.0016,0.0021,2232.006,1401.06,843.37,864.399,--,--,0.123,7.422,0.029,0.042,0.106,6.553,0.028,0.039,0.133,0.087,0.001,0.004,204.855,128.683,118.752,120.688,0.0211,0.0022,0.0023,0.0027,0.0031,0.0002,0.0002,0.0003,206.295,128.806,118.879,120.844,--,--,0.439,0.378,0.084,943.772,0.037,0.004,946.043,--,497783.34,137927.549,33384823.772,28318800,-130628,651458.966,21629,1518494.77,0,647021.586,-8181,62978175.247,2060954.736,2191582.736,35310834.213,29728295.77,0.00763729795337398,0.00211616923075728,0.512210485524981,0.434484435099831,0,0.00999508386065899,0.000331845411767951,0.0232976800692649,0,0.00992700284936532,0,0.968312080180982,0.0316879198190181,0.0336246093416918,0.542916767524867,0.457083232475133,503958,33633.001,18297401.9433319,0,0,264799.222343856,0,0,0,0,0,0.0263855227115653,0.0017609092657396,0.957989583533594,0,0,0.0138639844891016,0,0,0,0,0
2022,NM,35,11773.3,233463656.092,110178187.006,289923966.09,131069667.006,40853345.001,17582851.621,11317.763,5360.786,2744.895,20136733.937,3518766.131,502535.491,20255596.303,--,0.554,0.61,0.134,985.806,0.086,0.012,991.625,--,0.097,0.097,0.024,172.504,0.015,0.002,173.522,--,0.931,1.025,0.226,1656.951,0.145,0.021,1666.731,--,1.172,15.976,0.635,0.932,1.181,16.114,0.638,0.936,0.405,7.624,0.004,0.226,2207.223,2912.965,980.868,1657.575,0.2472,0.118,0.0187,0.1448,0.036,0.0236,0.0019,0.0207,2224.12,2922.941,981.895,1667.359,--,--,0.11,0.896,0.077,0.097,0.11,0.896,0.077,0.097,0.038,0.427,0.001,0.024,206.43,163.326,118.752,172.626,0.0231,0.0066,0.0023,0.0151,0.0034,0.0013,0.0002,0.0022,208.01,163.885,118.876,173.645,--,--,1.364,1.385,0.15,1557.235,0.11,0.015,1564.547,--,13291996.7,18924.66,10978170.64,0,120825,17071.799,14409067,1970599,47080,0,-389,24288703,16564642.799,16443817.799,24305774.799,16547571,0.325355729785698,0.000463229618861266,0.268718899116874,0,0.00295750194185325,0.000417876090986371,0.352698892057054,0.0482354675697419,0.00115240381893193,0,0,0.594533997766091,0.405466002233909,0.402504639536714,0.594951877836036,0.405048122163964,3540536.8776179,170,6105403.31882134,0,0,7310.21655013318,0,0,0,0,0,0.366765014486871,1.7610338380296e-05,0.632460108191919,0,0,0.000757266982829915,0,0,0,0,0
2022,NV,32,14970,215832649.644,103348686.656,264034459.651,126083938.657,41832941.006,20055841.993,10054.337,4991.921,3721.055,14159592.759,1177611.461,151962.622,14196955.334,--,0.481,0.498,0.178,676.959,0.028,0.004,678.745,--,0.093,0.097,0.034,131.209,0.005,0.001,131.555,--,0.727,0.753,0.269,1024.432,0.043,0.005,1027.136,--,1.884,0,0.599,0.726,1.871,0,0.614,0.746,2.647,0,0.006,0.268,2294.307,0,880.971,1021.087,0.2739,0,0.0171,0.0425,0.0398,0,0.0017,0.0055,2313.028,0,881.907,1023.787,--,--,0.172,0,0.081,0.093,0.173,0,0.084,0.097,0.242,0,0.001,0.034,209.681,0,118.678,131.379,0.025,0,0.0023,0.0055,0.0036,0,0.0002,0.0007,211.392,0,118.804,131.727,--,--,0.761,0.786,0.358,1018.236,0.043,0.005,1020.933,--,2735262.29,9105.754,24844422.001,0,1685783,48893,315551,8270696,3917131,0,6097,27594887.045,14238054,12552271,27643780.045,14189161,0.0653853690816923,0.00021766946747074,0.593896134968724,0,0.0402979794843157,0.00116876793212807,0.00754312252778401,0.197707734464645,0.0936374756865962,0,0.000145746386643995,0.659644919904531,0.340355080095469,0.300057100611153,0.660813687836659,0.339186312163341,1582790.71299623,0,15568116.8162125,0,0,29080.1605783866,0,0,0,0,0,0.0921299096120506,0,0.906177413937682,0,0,0.00169267645026741,0,0,0,0,0
2022,NY,36,43209.3,522965527.581,251932107.605,640801395.586,300259252.6,124473610.617,56026230.609,13624.239,5903.736,4882.158,30477884.76,3433516.018,429494.863,30579946.446,--,0.219,0.211,0.078,489.708,0.028,0.003,491.348,--,0.052,0.047,0.019,116.558,0.007,0.001,116.948,--,0.424,0.408,0.152,947.518,0.053,0.007,950.691,--,0,2.646,0.29,0.325,0,2.628,0.26,0.289,0,2.197,0.079,0.111,0,1458.467,933.9,941.746,0,0.0511,0.0171,0.0176,0,0.0106,0.0018,0.002,0,1462.892,934.873,942.771,--,--,0,0.245,0.037,0.041,0,0.229,0.034,0.037,0,0.204,0.01,0.014,0,135.308,119.783,120.102,0,0.0047,0.0022,0.0022,0,0.001,0.0002,0.0003,0,135.719,119.907,120.232,--,--,0.523,0.456,0.22,1026.137,0.034,0.004,1028.076,--,0,1831044.795,59630216.954,26812164,26980828,1880133.737,4567508,1781035,0,1004882.617,-14203,89264105.366,35209504.737,8228676.737,64332075.103,60141535,0,0.014708626887718,0.479004454071842,0.215379829813669,0.216734693360517,0.0151029541778872,0.0366904027482665,0.014306902463829,0,0.00807213647627153,0,0.717132774506462,0.282867225493538,0.0661002593899828,0.516833046376386,0.483166953623614,0,808103.870187594,32086823.8851734,0,0,598705.143507192,0,0,0,0,0,0,0.024127089247906,0.957997718015763,0,0,0.0178751927363312,0,0,0,0,0
2022,OH,39,32794.5,984216498.264,436687212.497,999823856.265,442171380.498,135802728.736,59429367.229,34244.699,10021.204,69665.107,78504299.241,12099570.341,1717677.019,78910046.334,--,0.504,0.337,1.026,1156.152,0.089,0.013,1162.128,--,0.07,0.046,0.142,159.526,0.012,0.002,160.351,--,0.599,0.4,1.218,1372.433,0.106,0.015,1379.526,--,1.276,0.862,0.134,0.596,0.768,0.614,0.136,0.396,3.114,2.954,0.005,1.22,2164.3,2268.714,867.454,1376.242,0.2515,0.0606,0.0167,0.106,0.0366,0.0111,0.0018,0.015,2181.492,2273.538,868.354,1383.352,--,--,0.121,0.067,0.018,0.069,0.072,0.048,0.018,0.046,0.296,0.228,0.001,0.142,205.793,175.324,118.504,160.215,0.0239,0.0047,0.0023,0.0123,0.0035,0.0009,0.0002,0.0018,207.427,175.697,118.627,161.042,--,--,1.033,0.683,1.953,1729.916,0.155,0.022,1740.391,--,42992712.06,1272604.943,68864952.292,16826787,506973,530151.415,3154007,913273.17,0,746253.502,-4986,130698323.797,5104404.585,4597431.585,114401688.212,21401040.17,0.316570470651395,0.00937063810248965,0.507076881496559,0.123901555052091,0.00373302063367318,0.00390369146121398,0.0232240636281412,0.00672475178715654,0,0.00549492718727993,0,0.96241309253639,0.03758690746361,0.0338525068765118,0.842410823221453,0.157589176778547,19675938.5525982,995920.643495275,13265434.1866693,0,0,166830.844925527,0,0,0,410913.136774641,0,0.570068586188372,0.0288546882617802,0.384337819095845,0,0,0.00483356987749627,0,0,0,0.0119053365765068,0
2022,OK,40,33497.2,411923209.426,222952712.647,546368604.425,275425437.646,84634922.609,39774630.1,21621.816,11872.916,13381.496,29056375.762,3204827.899,440766.918,29162110.378,--,0.511,0.597,0.316,686.629,0.038,0.005,689.127,--,0.105,0.107,0.065,141.077,0.008,0.001,141.59,--,0.954,1.115,0.591,1282.229,0.071,0.01,1286.895,--,1.488,29.096,0.709,0.956,1.375,28.114,0.783,0.972,1.796,2.572,0.014,0.576,1932.452,1555.204,997.664,1292.426,0.1837,0.0601,0.0184,0.0705,0.0264,0.0119,0.0019,0.0096,1944.906,1560.245,998.677,1297.047,--,--,0.139,3.056,0.084,0.105,0.133,2.942,0.091,0.107,0.168,0.27,0.002,0.063,181.08,163.326,118.923,141.886,0.0172,0.0063,0.0022,0.0077,0.0025,0.0012,0.0002,0.0011,182.247,163.855,119.044,142.393,--,--,1.125,1.131,0.673,1369.598,0.079,0.011,1374.832,--,8954031.306,28579.6,36022920.994,0,1679099,311793.703,37552755,81415,0,4327.692,0,45009859.592,39625062.703,37945963.703,45321653.295,39313269,0.105795941712928,0.000337680938612835,0.42562715268338,0,0.0198393163775516,0.00368398404045584,0.443702835445487,0.000961955157425716,0,5.11336441583248e-05,0,0.531811908979079,0.468188091020921,0.448348774643369,0.535495893019535,0.464504106980465,12093415.3118265,3009.001,21467461.5924876,0,0,53533.2321604441,0,0,0,0,0,0.359736577706094,8.95071982681074e-05,0.638581489694344,0,0,0.00159242540129348,0,0,0,0,0
2022,OR,41,17974.7,164165365.648,54997127.43,304666298.664,117162948.44,61254900.841,24955553.777,13168.08,4364.278,605.553,9133436.825,844949.03,104716.54,9159601.452,--,0.43,0.35,0.02,298.211,0.014,0.002,299.065,--,0.16,0.159,0.007,111.271,0.005,0.001,111.59,--,1.312,1.067,0.06,909.847,0.042,0.005,912.453,--,0,0,1.243,1.243,0,0,1.213,1.213,0,0,0.009,0.009,0,0,951.428,951.428,0,0,0.0162,0.0162,0,0,0.0016,0.0016,0,0,952.314,952.314,--,--,0,0,0.155,0.155,0,0,0.152,0.152,0,0,0.001,0.001,0,0,118.499,118.499,0,0,0.002,0.002,0,0,0.0002,0.0002,0,0,118.609,118.609,--,--,2.065,1.998,0.09,947.734,0.044,0.006,950.544,--,0,1667.902,19054760.266,0,31304316,984965.419,8099355,1595518,178846,36644.256,-1172,19091900.424,42163000.419,10858684.419,20076865.843,41178035,0,2.72283534119932e-05,0.311067284950466,0,0.511040204621562,0.0160794738102862,0.132221257813225,0.0260466909801634,0.00291964521555902,0.000598214255326482,0,0.311679558063994,0.688320441936006,0.177267067819234,0.327759339525473,0.672240660474527,0,0,7240373.1730391,0,0,495865.338574638,0,0,0,0,0,0,0,0.935903561164739,0,0,0.0640964388352607,0,0,0,0,0
2022,PA,42,54045.7,1241144605.754,526473305.685,1263194228.755,534311852.686,239261130.761,101468020.57,34400.368,11055.713,41700.595,85101151.543,10531892.652,1417820.268,85443634.28,--,0.288,0.218,0.349,711.366,0.044,0.006,714.229,--,0.055,0.042,0.067,137.133,0.008,0.001,137.685,--,0.437,0.331,0.53,1081.511,0.067,0.009,1085.863,--,1.28,4.798,0.232,0.395,0.91,3.034,0.19,0.292,3.226,1.157,0.045,0.51,2346.666,1880.948,861.354,1079.21,0.269,0.0503,0.0186,0.0551,0.0391,0.0077,0.002,0.0074,2365.048,1884.494,862.414,1082.796,--,--,0.114,0.326,0.032,0.051,0.079,0.214,0.027,0.038,0.287,0.079,0.006,0.066,208.851,127.812,120.045,138.744,0.0239,0.0034,0.0026,0.0071,0.0035,0.0005,0.0003,0.001,210.487,128.053,120.192,139.205,--,--,0.951,0.705,1.149,1434.88,0.12,0.017,1442.878,--,23929783.271,312256.758,130163959.851,76166017,1910869,1592953.789,3572245,237442.08,0,1396756.453,-21153,231947620.333,7313509.869,5402640.869,157374557.122,81886573.08,0.10000649839503,0.00130497232733439,0.543976587439684,0.318310306892639,0.00798583570178851,0.00665721576910582,0.0149289991394154,0.000992309488285656,0,0.0058372748467168,0,0.969432937716104,0.0305670622838965,0.0225785243968068,0.657752293442458,0.342247706557542,16070888.5483336,275739.286,29476109.053937,0,0,775373.430322122,0,0,0,70100.4173417784,0,0.34436478911241,0.0059085034898859,0.63161001009281,0,0,0.0166145952050629,0,0,0,0.00150210209983047,0
2022,PR,72,6404.8,181883692.401,81196153.755,183359981.401,81834374.755,17762020.003,7868141.001,27207.282,12045.445,37852.989,14151716.683,1545337.416,254319.321,14208926.98,--,3.064,3.062,4.262,1593.481,0.087,0.014,1599.922,--,0.299,0.297,0.416,155.613,0.008,0.001,156.242,--,3.14,3.138,4.369,1633.266,0.089,0.015,1639.869,--,2.559,3.698,2.771,3.14,2.549,3.637,2.785,3.136,2.594,6.21,3.092,4.368,2265.492,1774.556,1200.221,1633.07,0.2668,0.0643,0.0394,0.0892,0.0388,0.0125,0.0066,0.0147,2283.728,1779.888,1203.169,1639.672,--,--,0.233,0.34,0.281,0.299,0.233,0.334,0.278,0.297,0.236,0.571,0.314,0.416,205.912,163.226,121.806,155.613,0.0243,0.0059,0.004,0.0085,0.0035,0.0011,0.0007,0.0014,207.569,163.717,122.105,156.242,--,--,3.5,3.511,5.578,1670.902,0.074,0.013,1676.699,--,2962885,8626394.157,5742145.17,0,0,0,155009,277667.02,0,0,-2080,17329344.327,432676.02,432676.02,17329344.327,432676.02,0.166790602514265,0.485608276720686,0.323244355629287,0,0,0,0.00872596962255834,0.0156307955132044,0,0,0,0.975640382594592,0.0243596174054084,0.0243567651357627,0.975640382594592,0.0243596174054084,675567.977428223,6659716.2230059,3256852.53684812,0,0,0,0,0,0,0,0,0.0637801412674703,0.628741526680354,0.307478332052176,0,0,0,0,0,0,0,0
2022,RI,44,2323.6,55245832.773,27290157.305,57186628.771,28217153.306,7804400.21,3811730.42,1718.39,845.328,55.788,3165920.891,121622.903,12538.421,3169309.403,--,0.44,0.444,0.014,811.317,0.016,0.002,812.185,--,0.062,0.062,0.002,114.612,0.002,0,114.735,--,0.475,0.478,0.015,875.097,0.017,0.002,876.034,--,0,33.023,0.467,0.469,0,33.593,0.473,0.473,0,3.029,0.006,0.006,0,1707.364,902.152,902.192,0,0.0691,0.0173,0.0173,0,0.0138,0.0018,0.0018,0,1713.214,903.117,903.157,--,--,0,3.159,0.062,0.062,0,3.17,0.062,0.062,0,0.29,0.001,0.001,0,163.325,119.246,119.249,0,0.0066,0.0023,0.0023,0,0.0013,0.0002,0.0002,0,163.885,119.373,119.376,--,--,0.227,0.218,0.01,924.083,0.018,0.002,925.083,--,0,59570.455,6958715.373,0,7375,218450.36,209338,352098,0,0,-1147,7017138.828,787261.36,779886.36,7235589.188,568811,0,0.00763181024535752,0.891508975014347,0,0.000944840870520659,0.0279865529909086,0.0268191319529564,0.0451086889259095,0,0,0,0.899125962144985,0.100874037855015,0.0999143738697746,0.92711662827406,0.07288337172594,0,346,3707626.02820497,0,0,44820.0271415333,0,0,0,0,0,0,9.21980208061522e-05,0.987964686964953,0,0,0.011943115014241,0,0,0,0,0
2022,SC,45,26464.4,365018700.729,177820015.658,380545528.729,184386358.658,98658089.209,44195828.838,12515.812,5601.86,6743.459,27463247.303,4655943.096,668096.611,27620992.856,--,0.254,0.254,0.137,556.736,0.047,0.007,559.934,--,0.069,0.063,0.037,150.476,0.013,0.002,151.34,--,0.616,0.616,0.332,1352.603,0.115,0.016,1360.372,--,1.129,23.908,0.258,0.575,1.139,21.86,0.237,0.535,0.769,8.117,0.063,0.315,2228.387,3218.66,985.672,1426.027,0.2465,0.1216,0.023,0.1021,0.0359,0.0239,0.0026,0.0144,2245.238,3228.812,987.016,1432.859,--,--,0.104,1.213,0.032,0.063,0.103,1.132,0.029,0.058,0.071,0.412,0.008,0.035,205.2,163.326,121.81,157.138,0.0227,0.0062,0.0028,0.0112,0.0033,0.0012,0.0003,0.0016,206.751,163.841,121.977,157.89,--,--,0.709,0.661,0.399,1507.179,0.129,0.019,1515.948,--,14243461.979,186679.241,24143894.955,54369751,1272388,1992026.974,0,2407960.84,0,42074.122,-148,92985713.297,5672375.814,4399987.814,40607989.271,58050099.84,0.14437174630411,0.00189218099234804,0.244722545851248,0.55109185600822,0.0128969261691595,0.0201911876020933,0,0.0244070937258975,0,0.000426463346924216,0,0.94250470625254,0.0574952937474597,0.0445982813279908,0.411603241426175,0.588396758573825,10950962.6029425,13964,13183304.9379632,0,0,1019592.39947466,0,0,0,0,0,0.435117578257225,0.000554835413386517,0.523815843959848,0,0,0.0405117423695412,0,0,0,0,0
2022,SD,46,6770.5,33544382.421,19870246.264,83208498.421,38438347.264,17900462.342,7428194.406,1660.336,1018.995,739.388,2909760.593,485224.804,69253.14,2926144.62,--,0.186,0.274,0.083,325.105,0.027,0.004,326.935,--,0.099,0.103,0.044,173.487,0.014,0.002,174.464,--,0.993,1.468,0.442,1739.901,0.145,0.021,1749.698,--,0.896,13.748,1.042,1.002,0.887,12.674,1.137,1.033,0.742,6.476,0.007,0.445,2272.903,2478.677,1069.122,1755.711,0.2371,0.1004,0.0197,0.1431,0.0345,0.0201,0.002,0.0205,2289.108,2487.169,1070.211,1765.387,--,--,0.083,0.906,0.116,0.1,0.083,0.904,0.123,0.103,0.069,0.427,0.001,0.044,209.76,163.326,118.783,174.509,0.0219,0.0066,0.0022,0.0142,0.0032,0.0013,0.0002,0.002,211.256,163.885,118.904,175.47,--,--,1.076,1.122,0.358,1606.17,0.116,0.016,1613.936,--,1874802.2,16849.452,1424338.301,0,4258536,28752.413,10295113,2071,0,0,0,3315989.953,14584472.413,10325936.413,3344742.366,14555720,0.104734847718849,0.000941285853710892,0.0795699167919471,0,0.237900894006438,0.00160623856591616,0.575131121727585,0.000115695335553658,0,0,0,0.185246050364507,0.814753949635493,0.576853055629055,0.186852288930423,0.813147711069577,1016478.12243341,11437.341,1304817.01343418,0,0,6820.68320508484,0,0,0,0,0,0.434475326220769,0.0048886860940765,0.557720609090007,0,0,0.00291537859514719,0,0,0,0,0
2022,TN,47,24166.3,320813762.658,164907225.657,354558166.657,180157270.657,78032791.39,35668950.245,10084.309,5110.64,11214.277,27063006.854,4703580.808,676379.937,27222582.225,--,0.258,0.287,0.287,693.632,0.06,0.009,697.722,--,0.063,0.062,0.07,168.715,0.015,0.002,169.71,--,0.611,0.678,0.68,1640.242,0.143,0.02,1649.914,--,0.886,31.442,0.292,0.607,0.873,31.47,0.27,0.612,1.31,2.948,0.018,0.676,2409.146,1648.975,957.028,1659.067,0.273,0.0663,0.018,0.1431,0.0397,0.0133,0.0018,0.0204,2427.812,1654.584,958.024,1668.737,--,--,0.076,3.136,0.036,0.062,0.076,3.142,0.033,0.062,0.112,0.294,0.002,0.069,205.742,164.472,118.929,170.088,0.0233,0.0066,0.0022,0.0147,0.0034,0.0013,0.0002,0.0021,207.336,165.031,119.053,171.08,--,--,0.623,0.626,0.735,1771.591,0.16,0.023,1782.408,--,15885539.771,146613.611,16517558.271,35635400,8706758,433975.471,14865,676977,0,14291.572,811.932,68200215.157,9832575.471,1125817.471,32998790.628,45034000,0.203575184780075,0.00187887181555431,0.211674581135294,0.456672120953383,0.111578195908783,0.00556145009690682,0.000190496839602531,0.00867554517212261,0,0.000183148287854156,1.04050104253052e-05,0.873994311982585,0.126005688017415,0.014427492108632,0.42288364112611,0.57711635887389,13918376.5350657,1158.002,10981448.8557689,0,0,117650.517765894,0,0,0,329461.913856164,0,0.549089629116708,4.56839838392406e-05,0.433225790679458,0,0,0.00464139470596372,0,0,0,0.0129975015140304,0
2022,TX,48,159769.400000001,2879343087.761,1464475310.929,3341543069.909,1656376771.891,521881132.673,247753476.134,134613.99,67774.336,130566.956,213589516.98,27249859.011,3778519.7,214479064.725,--,0.516,0.547,0.5,818.537,0.052,0.007,821.946,--,0.094,0.093,0.091,148.36,0.009,0.001,148.978,--,0.78,0.827,0.757,1237.913,0.079,0.011,1243.069,--,1.316,4.983,0.585,0.779,1.32,4.882,0.601,0.778,2.922,9.457,0.007,0.755,2295.934,2144.993,883.288,1243.991,0.2577,0.0541,0.0162,0.0777,0.0375,0.0094,0.0016,0.0108,2313.539,2149.134,884.18,1249.139,--,--,0.12,0.397,0.079,0.093,0.119,0.387,0.079,0.092,0.266,0.753,0.001,0.09,209.34,170.721,118.731,149.084,0.0235,0.0043,0.0022,0.0093,0.0034,0.0007,0.0002,0.0013,210.945,171.051,118.851,149.701,--,--,0.931,0.945,0.839,1252.561,0.072,0.01,1257.222,--,85336952.449,373262.592,255113416.171,41606955,620183.16,1472871.498,113135612,21438458.78,0,2432347.323,351074.97,385214008.505,136667125.438,136046942.278,345079925.003,176801208.94,0.16351798694896,0.000715225302704213,0.488834333296408,0.0797249647360204,0.00118836094977087,0.00282223556707621,0.216784253428017,0.0410791986635438,0,0.00466073050892401,0.000672710598575392,0.738125951391593,0.261874048608407,0.260685687658637,0.661223222222648,0.338776777777352,36642204.2082496,157269.979374858,126161878.154804,0,0,562264.624247695,0,0,0,598199.662959052,0,0.223262238748783,0.000958251514664622,0.768708760027357,0,0,0.00342589812734358,0,0,0,0.00364485158185262,0
