YEAR,USNAMEPCAP,USHTIAN,USHTIOZ,USHTIANT,USHTIOZT,USNGENAN,USNGENOZ,USNOXAN,USNOXOZ,USSO2AN,USCO2AN,USCH4AN,USN2OAN,USCO2EQA,USHGAN,USNOXRTA,USNOXRTO,USSO2RTA,USCO2RTA,USCH4RTA,USN2ORTA,USC2ERTA,USHGRTA,USNOXRA,USNOXRO,USSO2RA,USCO2RA,USCH4RA,USN2ORA,USC2ERA,USHGRA,USNOXCRT,USNOXCRO,USSO2CRT,USCO2CRT,USCH4CRT,USN2OCRT,USC2ECRT,USHGCRT,USCNOXRT,USONOXRT,USGNOXRT,USFSNXRT,USCNXORT,USONXORT,USGNXORT,USFSNORT,USCSO2RT,USOSO2RT,USGSO2RT,USFSS2RT,USCCO2RT,USOCO2RT,USGCO2RT,USFSC2RT,USCCH4RT,USOCH4RT,USGCH4RT,USFCH4RT,USCN2ORT,USON2ORT,USGN2ORT,USFN2ORT,USCC2ERT,USOC2ERT,USGC2ERT,USFSC2ERT,USCHGRT,USFSHGRT,USCNOXR,USONOXR,USGNOXR,USFSNXR,USCNXOR,USONXOR,USGNXOR,USFSNOR,USCSO2R,USOSO2R,USGSO2R,USFSS2R,USCCO2R,USOCO2R,USGCO2R,USFSC2R,USCCH4R,USOCH4R,USGCH4R,USFCH4R,USCN2OR,USON2OR,USGN2OR,USFN2OR,USCC2ER,USOC2ER,USGC2ER,USFSC2ER,USCHGR,USFSHGR,USNBNOX,USNBNXO,USNBSO2,USNBCO2,USNBCH4,USNBN2O,USNBC2E,USNBHG,USGENACL,USGENAOL,USGENAGS,USGENANC,USGENAHY,USGENABM,USGENAWI,USGENASO,USGENAGT,USGENAOF,USGENAOP,USGENATN,USGENATR,USGENATH,USGENACY,USGENACN,USCLPR,USOLPR,USGSPR,USNCPR,USHYPR,USBMPR,USWIPR,USSOPR,USGTPR,USOFPR,USOPPR,USTNPR,USTRPR,USTHPR,USCYPR,USCNPR,USNBGNCL,USNBGNOL,USNBGNGS,USNBGNNC,USNBGNHY,USNBGNBM,USNBGNWI,USNBGNSO,USNBGNGT,USNBGNOF,USNBGNOP,USNBCLPR,USNBOLPR,USNBGSPR,USNBNCPR,USNBHYPR,USNBBMPR,USNBWIPR,USNBSOPR,USNBGTPR,USNBOFPR,USNBOPPR
2022,1281209.4,22849711441.065,10802614689.265,25763625697.981,12001451998.285,4240140532.692,1912186735.104,1067556.819,464171.27,1003475.607,1745134436.78,278627587.449,39259508.51,1754401451.019,--,0.504,0.485,0.473,823.149,0.066,0.009,827.52,--,0.093,0.086,0.088,152.749,0.012193921492954,0.00171816211383062,153.560053092489,--,0.812,0.783,0.763,1327.577,0.106,0.015,1334.626,--,1.315,4.503,0.441,0.783,1.19,4.154,0.44,0.723,1.951,5.943,0.038,0.753,2172.068,1655.704,907.334,1350.79,0.242,0.1067,0.0183,0.0962,0.0352,0.0181,0.002,0.0136,2188.596,1663.629,908.371,1357.229,--,--,0.124,0.45,0.058,0.091,0.111,0.431,0.057,0.083,0.184,0.593,0.005,0.087,204.541,165.288,119.582,156.158,0.0228,0.0106,0.0024,0.0111,0.0033,0.0018,0.0003,0.0016,206.098,166.079,119.719,156.902,--,--,0.959,0.884,0.838,1405.322,0.107,0.015,1412.476,--,834028566.5,31513351.891,1689417499.223,771537176.5,248714322.93,51633532.411,432549582.46,142199670.18,16086929,19110382.929,3349519.961,3348956497.004,891184036.981,642469714.051,2629052852.915,1611087681.07,0.196698331061248,0.007432147976799,0.398434317372788,0.181960284173621,0.0586570942487728,0.0121773162934469,0.102013029755285,0.0335365464989333,0.00379396127818458,0.00450701640094922,0.000789954939972716,0.789822051925377,0.210177948074622,0.151520853825849,0.620039084045204,0.379960915954796,438019710.270321,19166113.9238938,765119438.987674,0,0,20903194.8206356,0,0,0,2982839.71282646,0,0.351486734880387,0.0153797526583849,0.613966283018002,0,0,0.0167736645721709,0,0,0,0.00239356487105544,0
